name,type,full_text,url,source
Agent of Chance,Religion,"Once per day, you can allow an adjacent ally to reroll a skill check as an <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Immediate-Actions"">immediate action</a> before the result is revealed. The ally must take the second roll, even if it is worse.",http://www.d20pfsrd.com/traits/religion-traits/agent-of-chance/,ISG
Alluring,Religion,"You receive a +2 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks with those who find you attractive. You can use <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/d/daze"">daze</a> once per day as a <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a>, with a <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"" rel=""nofollow"">caster Level</a> equal to your character level.",http://www.d20pfsrd.com/traits/religion-traits/alluring/,DOG
Always Threatening,Religion,"As a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Move-Actions"">move action</a>, you can draw a light, concealed weapon for which you have <a target=""_top"" href=""http://www.d20pfsrd.com/feats/combat-feats/weapon-focus-combat-final"">Weapon Focus</a>. If you have the <a target=""_top"" href=""http://www.d20pfsrd.com/feats/combat-feats/quick-draw-combat-final"">Quick Draw</a> feat, drawing this weapon is a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Free-Actions"">free action</a>.",http://www.d20pfsrd.com/traits/religion-traits/always-threatening/,ISG
Ambassador,Religion,You gain a +2 trait bonus to Diplomacy checks.,http://www.d20pfsrd.com/traits/religion-traits/ambassador-sun-goddess/,TEG
Arcane Depth,Religion,"You gain a bonus of either +1 on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/spellcraft"">Spellcraft</a> checks or +2 on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (arcana) checks. You must choose which bonus you receive when you take the trait; once chosen, it cannot be changed.",http://www.d20pfsrd.com/traits/religion-traits/arcane-depth/,ISG
Backstabber,Religion,"When you hit a foe you are <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Flanking"">flanking</a>, you deal an additional 1 point of damage (this damage is added to your base damage, and is multiplied on a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Critical-Hits"">critical hit</a>). This additional damage is a trait bonus.",http://www.d20pfsrd.com/traits/religion-traits/backstabber/,HFG
Battlefield Caster,Religion,"You receive a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Concentration"" rel=""nofollow"">concentration</a> checks to cast defensively and a +1 trait bonus to AC against attacks provoked by or readied against spellcasting.",http://www.d20pfsrd.com/traits/religion-traits/battlefield-caster/,DOG
Battlefield Surgeon,Religion,"<a target=""_top"" href=""http://www.d20pfsrd.com/skills/heal"">Heal</a> is a class skill for you, and you can use the treat deadly wounds aspect of <a target=""_top"" href=""http://www.d20pfsrd.com/skills/heal"">Heal</a> 1 additional time per creature per day.",http://www.d20pfsrd.com/traits/religion-traits/battlefield-surgeon/,ISG
Bestial Wrath,Religion,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on critical confirmation rolls.",http://www.d20pfsrd.com/traits/religion-traits/bestial-wrath/,ISG
Blade of Mercy (3.5),Religion,"worship of the associated Deity Benefit When striking to inflict <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Nonlethal-Damage"">nonlethal damage</a> with any slashing weapon, you do not take the normal –4 penalty on your <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack roll</a>, and gain a +1 trait bonus to any <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Nonlethal-Damage"">nonlethal damage</a> you inflict with a slashing weapon.",http://www.d20pfsrd.com/traits/religion-traits/blade-of-mercy-goddess-of-dawn/,LOF
Blessed Orphan,Religion,"Once per day, you gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on any saving throw. You must use this ability after the roll is made but before the result is revealed.",http://www.d20pfsrd.com/traits/religion-traits/blessed-orphan/,ISG
Blessing of the Feast,Religion,"Whenever you eat the flesh or drink the blood of another creature of your own kind—a full-round action that provokes attacks of opportunity— you gain the favor of your god or goddess and receive a +1 natural armor bonus for 1 minute/level. You can only receive this benefit once per day. <b>Prerequisite: </b>Worship a god or goddess of blood, cannibalism, or vampires",http://www.d20pfsrd.com/traits/religion-traits/blessing-of-the-feast/,OOG
Broken Mind,Religion,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against madness and <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/c/confusion"">confusion</a> effects.",http://www.d20pfsrd.com/traits/religion-traits/broken-mind/,ISG
Builder’s Insight,Religion,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a> checks to overcome the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/special-abilities#TOC-Spell-Resistance"">spell resistance</a> of <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Construct"">constructs</a>.",http://www.d20pfsrd.com/traits/religion-traits/builders-insight-religion/,POW
Call for Help,Religion,"When you take the total defense action, allies gain a +1 trait bonus on rolls made against a creature threatening you.",http://www.d20pfsrd.com/traits/religion-traits/call-for-help/,FOB
Centered,Religion,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/special-abilities#TOC-Charm-and-Compulsion"">charm and compulsion</a> effects, and the DC of any attempts to use the <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> skill on you increases by 1.",http://www.d20pfsrd.com/traits/religion-traits/centered/,ISG
Child of Nature,Religion,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> is a class skill for you.",http://www.d20pfsrd.com/traits/religion-traits/child-of-nature/,ISG
Child of Nature,Religion,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks to find food and water, and a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge (Nature)</a> checks. One of these skills (your choice) is always a class skill for you.",http://www.d20pfsrd.com/traits/religion-traits/child-of-nature-2/,ULC
Cleansing Light,Religion,"When dealing damage to <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Undead"">undead</a> with your <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/cleric#TOC-Channel-Energy-Su-"">channel energy</a> ability, you can reroll any damage die roll that results in a natural 1.",http://www.d20pfsrd.com/traits/religion-traits/cleansing-light/,ISG
Cleansing the Twisted,Religion,"You gain a +1 trait bonus to slashing weapon damage against all <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Aberration"">aberrations</a>.",http://www.d20pfsrd.com/traits/religion-traits/cleansing-the-twisted-goddess-of-dawn/,LOF
Clockwork Surgeon,Religion,"You begin play with a special healer’s kit at no cost and can fully restock your kit by expending materials worth 10 gp and spending 8 hours assembling medical devices. When using this healer’s kit to treat deadly wounds, you can either halve the time required to perform the action or add your <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Intelligence-Int-"">Intelligence</a> modifier to the number of <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Hit-Points"">hit points</a> healed.",http://www.d20pfsrd.com/traits/religion-traits/clockwork-surgeon-religion-trait/,BAN
Contract Master,Religion,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> is a class skill for you.",http://www.d20pfsrd.com/traits/religion-traits/contract-master/,ISG
Corpse Cannibal,Religion,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saves against diseases and can gain sustenance from rotting flesh with no negative side effects.",http://www.d20pfsrd.com/traits/religion-traits/corpse-cannibal/,ULC
Corpse Hunter,Religion,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on attacks made against <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Undead"">undead</a>.",http://www.d20pfsrd.com/traits/religion-traits/corpse-hunter/,ISG
Courtesan,Religion,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks to gather information, and one of these skills (your choice) is always a class skill for you.",http://www.d20pfsrd.com/traits/religion-traits/courtesan/,ULC
Covenant of Abaddon,Religion,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saving throws against level-draining effects.",http://www.d20pfsrd.com/traits/religion-traits/covenant-of-abaddon/,ISG
Dawn Renewal,Religion,"When you use the <a target=""_top"" href=""http://www.d20pfsrd.com/skills/heal"">Heal</a> skill to provide long-term care, your patients heal an extra 2 hit points at sunrise.",http://www.d20pfsrd.com/traits/religion-traits/dawn-renewal/,HFG
Deadeye Bowman,Religion,"When you are using a <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/weapons/weapon-descriptions/longbow"">longbow</a>, if only a single creature is providing soft <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Cover"">cover</a> to your target, your target does not receive the +4 bonus to AC.",http://www.d20pfsrd.com/traits/religion-traits/deadeye-bowman/,ISG
Deathspeaker,Religion,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks when dealing with <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Undead"">undead</a>, as well as a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Charisma-Cha-"">Charisma</a> checks to influence <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Undead"">undead</a> (such as with the <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/c/command-undead"">command undead</a> spell).",http://www.d20pfsrd.com/traits/religion-traits/deathspeaker/,ISG
Deck Fighter,Religion,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attacks-of-Opportunity"">attacks of opportunity</a> when fighting aboard a ship.",http://www.d20pfsrd.com/traits/religion-traits/deck-fighter/,ISG
Deep Wounding,Religion,"When you deal <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Bleed"">bleed</a> damage with a melee weapon, a successful DC 20 <a target=""_top"" href=""http://www.d20pfsrd.com/skills/heal"">Heal</a> check is required to stop the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Bleed"">bleed</a> damage. Magical <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Conjuration-Healing"">healing</a> stops the damage as normal.",http://www.d20pfsrd.com/traits/religion-traits/deep-wounding/,ISG
Defensive Strategist,Religion,"You aren't <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Flat-Footed"">flat-footed</a> during a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Surprise"">surprise</a> round that you don't get to act in or before you get to act at the start of a battle. <b>Prerequisite: </b>: must worship associated deity",http://www.d20pfsrd.com/traits/religion-traits/defensive-strategist/,ISG
Deformed,Religion,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> is a class skill for you.",http://www.d20pfsrd.com/traits/religion-traits/deformed/,ISG
