Trait List,Trait Name,Benefit,Source,Name,URL
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/maestro-of-society/"">Maestro of the Society (Bard, Society)</a>",You may use bardic performance 3 additional rounds per day. <b>Prerequisite: </b>: You must have the bardic performance class feature.,FGD,"Maestro of the Society (Bard, Society)",http://www.d20pfsrd.com/traits/social-traits/maestro-of-society/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/marked-by-unknown-forces-social/"">Marked by Unknown Forces</a>","You may cast <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/l/light"">light</a> three times per day as a <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a>, but this ability only targets the palm of your hand, and it manifests as a glowing sigil representing your ominous birth—a holy or unholy symbol, a demonic symbol, or perhaps some other distinctive marking established by you and your GM. Those who recognize this symbol have a starting attitude toward you of one step closer to friendly (if they are followers of or scholars studying the sign) or one step closer to hostile (if they are opposed to the sign or its followers).",BOG,Marked by Unknown Forces,http://www.d20pfsrd.com/traits/social-traits/marked-by-unknown-forces-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/master-messenger-social/"">Master Messenger</a>","Your secret messages are rarely misunderstood. If you fail your <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> check to pass a simple message by 5 or more, you deliver no message instead of delivering the wrong message.",AAR,Master Messenger,http://www.d20pfsrd.com/traits/social-traits/master-messenger-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/mediator-social/"">Mediator</a>","You receive a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks. In addition, you receive a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> to the DC of any <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Enchantment-Charm"">charm</a> or <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Enchantment-Compulsion"">compulsion</a> effect that does not provide ongoing control and results in peaceful acts, such as <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/c/calm-emotions"">calm emotions</a>, <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/s/sleep"">sleep</a>, or a <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/s/suggestion"">suggestion</a> to lay down arms.",COP,Mediator,http://www.d20pfsrd.com/traits/social-traits/mediator-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/memorable/"">Memorable</a>","When you modify a character's attitude with the <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> skill, the attitude change lasts 1-1/2 times longer than it otherwise would. Whenever you create a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/special-abilities#TOC-Fear"">fear</a> or <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Magic-Descriptor-Mind-Affecting"">mind-affecting</a> effect that imposes a penalty or bonus with a duration of at least 2 rounds, it lasts 1 additional round after it would normally end. For example, if you demoralize a foe with an <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> check and beat the DC by 5, the victim is <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Shaken"">shaken</a> for 3 rounds instead of the usual 2 rounds.",QAC,Memorable,http://www.d20pfsrd.com/traits/social-traits/memorable/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/mentored/"">Mentored</a>","Choose a single <a target=""_top"" href=""http://www.d20pfsrd.com/skills/craft"">Craft</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perform"">Perform</a>, or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/profession"">Profession</a> skill. You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on checks with that skill. You also gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> when you <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Aid-Another"">aid another</a>‘s skill check with any skill.",ULC,Mentored,http://www.d20pfsrd.com/traits/social-traits/mentored/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/mercenary/"">Mercenary</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a>, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks made while negotiating payment for a quest or a service that you provide.",ULC,Mercenary,http://www.d20pfsrd.com/traits/social-traits/mercenary/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/merchant/"">Merchant</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on any <a target=""_top"" href=""http://www.d20pfsrd.com/skills/appraise"">Appraise</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks you attempt while bargaining for the price of goods. <a target=""_top"" href=""http://www.d20pfsrd.com/skills/appraise"">Appraise</a> is always a class skill for you.",ULC,Merchant,http://www.d20pfsrd.com/traits/social-traits/merchant/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/mock-gladiator-social/"">Mock Gladiator</a>","You take no penalty on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> when dealing <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Nonlethal-Damage"">nonlethal damage</a> with that weapon, and once per day if you score a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Critical-Hits"">critical hit</a> with the weapon, you can immediately attempt an <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> check to demoralize your target.",HOS,Mock Gladiator,http://www.d20pfsrd.com/traits/social-traits/mock-gladiator-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/natural-born-leader/"">Natural-Born Leader</a>","All cohorts, followers, or summoned creatures under your leadership gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Morale-Bonus"">morale bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saves to avoid <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Magic-Descriptor-Mind-Affecting"">mind-affecting</a> effects. If you ever take the <a target=""_top"" href=""http://www.d20pfsrd.com/feats/general-feats/leadership-final"">Leadership</a> feat, you gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> to your <a target=""_top"" href=""http://www.d20pfsrd.com/feats/general-feats/leadership-final"">Leadership</a> score.",ULC,Natural-Born Leader,http://www.d20pfsrd.com/traits/social-traits/natural-born-leader/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/noble-savage/"">Noble Savage</a>","You gain a +2 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perform"">Perform</a> checks when dealing with people of high social standing.",CFG,Noble Savage,http://www.d20pfsrd.com/traits/social-traits/noble-savage/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/nonchalant-thuggery/"">Nonchalant Thuggery</a>",You gain a +4 trait bonus on Bluff checks to keep others from noticing your aggressive actions.,CED,Nonchalant Thuggery,http://www.d20pfsrd.com/traits/social-traits/nonchalant-thuggery/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/ordinary/"">Ordinary</a>","You gain a + 4 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/stealth"">Stealth</a> checks whenever you attempt to hide in a crowd.",ULC,Ordinary,http://www.d20pfsrd.com/traits/social-traits/ordinary/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/orphaned/"">Orphaned</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> is always a class skill for you.",ULC,Orphaned,http://www.d20pfsrd.com/traits/social-traits/orphaned/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/outsider-enemy-social-trait/"">Outsider Enemy</a>","One of your ancestors was a conjurer who specialized in binding outsiders of a particular type. You have inherited some of his skills, but also some of his enemies. Choose a single <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsider</a> subtype. The DC of your spells increases by 1 against <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsiders</a> of the chosen subtype. Outsiders of the chosen subtype gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Morale-Bonus"">morale bonus</a> on attack and damage rolls made against you, and their starting attitude toward you is reduced by one step.",BAN,Outsider Enemy,http://www.d20pfsrd.com/traits/social-traits/outsider-enemy-social-trait/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/pack-savvy-social/"">Pack Savvy</a>","You gain a +3 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Charisma-Cha-"">Charisma</a>-based skill checks when dealing with <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/gnoll"">gnolls</a>.",POW,Pack Savvy,http://www.d20pfsrd.com/traits/social-traits/pack-savvy-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/passionate-inertia-social/"">Passionate Inertia</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saves to resist having your mind changed about something, but you take a –1 penalty on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saves to resist temptation and compulsions you might reasonably be already inclined toward.",COC,Passionate Inertia,http://www.d20pfsrd.com/traits/social-traits/passionate-inertia-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/poverty-stricken/"">Poverty-Stricken</a>","You gain a +1 bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> is always a class skill for you.",ULC,Poverty-Stricken,http://www.d20pfsrd.com/traits/social-traits/poverty-stricken/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/practiced-disruptor-social/"">Practiced Disruptor</a>","You can attempt <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (arcana) checks untrained; if you have ranks in that skill, you instead gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on those checks. The <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Concentration"">concentration</a> DC to cast a spell defensively in your <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Threatened-Squares"">threatened</a> area increases by 1.",HOS,Practiced Disruptor,http://www.d20pfsrd.com/traits/social-traits/practiced-disruptor-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/princess-female/"">Prince/Princess</a>","You gain a +1 trait bonus to Diplomacy and Intimidate checks, and one of these skills (your choice) is always a class skill for you.",QGE,Prince/Princess,http://www.d20pfsrd.com/traits/social-traits/princess-female/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/questing-hell-knight-social/"">Questing Hell Knight</a>","You are a quick study when it comes to local laws. Once per day, you can attempt a <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (local) check untrained to recall information about local laws, rulers, and popular locations. Additionally, you gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (local) checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (local) is a class skill for you. You must be of a lawful alignment to take this trait.",POH,Questing Hell Knight,http://www.d20pfsrd.com/traits/social-traits/questing-hell-knight-social/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/relic-proof/"">Relic-Proof</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against effects produced by spell completion and spell trigger items.",PSP,Relic-Proof,http://www.d20pfsrd.com/traits/social-traits/relic-proof/
Social,"<a href=""http://www.d20pfsrd.com/traits/social-traits/rest-for-the-wicked-social/"">Rest for the Wicked</a>","You heal temporary <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Ability-Score-Damage"">ability damage</a> at a rate of 3 points per day of complete bed rest. A normal night of rest (8 hours) still heals you at a rate of only 1 point of temporary <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Ability-Score-Damage"">ability damage</a> per night of rest.",BOG,Rest for the Wicked,http://www.d20pfsrd.com/traits/social-traits/rest-for-the-wicked-social/
